var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
,353.4114777018873,,0.0019038236708934,10.009141009971968,-106.13690686209306,-0.118065426962733,-2.087273403420301,,47.889026145230496,val_2,val_3,val_0,val_3,val_1,8cf49,,1da64,8a3e2,2adde,
,551.0898182589335,,0.0080832522856375,24.78006260688295,2324.147418349431,0.109784878189686,-15.406907400252749,,192.5553924907423,val_2,val_4,val_3,val_1,val_0,dc12d,f1bdb,d73de,2fa6e,2ea90,
,,4872.278307247105,-0.005437161068967,14.479207503866052,1402.2201642859918,,-81.09412717693858,337.21500541187754,133.58342880554454,val_5,val_5,val_2,val_2,val_0,8cf49,,d73de,8a3e2,2ea90,
,-480.90023317851376,,0.0065442458806466,8.82510461797487,2789.7756777000386,,59.63369579346133,,-80.09949204459839,val_4,val_3,val_2,val_2,,dc12d,3e294,e62e2,cfcb8,2adde,548bc
,,,-0.004906555839866,5.00248371681399,1367.285867444435,,39.67140974810072,,137.80985294351848,val_4,val_3,val_2,val_0,val_1,de4bc,,1da64,8a3e2,2adde,
,305.437478396456,683.3320132084076,0.0034879123713884,8.515571535196283,-1290.6606685118245,,21.931278019880413,,17.540818255928706,val_3,val_5,val_2,val_1,val_1,dc12d,,d73de,cfcb8,d34b0,
,,,-0.0024120858862375,2.1282654688590745,1118.3710971191847,,68.37681226618146,,38.05043414969145,val_4,val_3,val_2,val_1,val_0,de4bc,,1da64,2fa6e,2ea90,
,,3529.705665678122,0.0135146007867366,10.962064091529136,2224.198760709337,,95.26750967223526,,103.5967109294484,val_6,val_5,val_2,val_0,,8cf49,,d73de,8a3e2,7ef86,
,589.1286132816972,3402.060950173241,0.004465213680145,20.60240107198388,3212.012020347888,0.1859460124360984,-24.17332151945944,336.0780972883064,-99.76515520662538,val_6,val_4,val_1,val_2,val_0,3e39e,,d73de,cfcb8,7ef86,
0.0888632196516135,114.95231789744108,,0.0048660303872472,3.396243290104558,-2327.0234725985856,0.0275395686050144,38.19564371382563,,81.37159958680947,val_2,val_2,val_2,val_2,val_1,8cf49,,e62e2,8a3e2,2ea90,
,399.4212777984448,,0.0012328537709151,5.902170792751641,-865.0687311646005,,35.882684735572546,,123.47675751873471,,val_4,val_2,val_1,val_1,8cf49,,1da64,8a3e2,2ea90,548bc
,,,0.0037175298344904,11.243301672748862,2164.263589813092,,78.38465610126552,,-117.2313400918574,val_4,val_3,val_2,,val_2,8cf49,,1da64,cfcb8,2adde,
,,,-0.0016169402251079,24.9807624088842,2248.0713692083723,,-86.72329915225083,,156.17056619996302,val_1,val_6,val_3,val_3,val_0,42b95,,1da64,cfcb8,2ea90,
,,3705.1476135282646,-0.0009186885407138,19.29523890714821,3326.1540226854486,,11.288981274096972,,102.81317454533723,val_2,val_4,val_1,val_2,val_0,3e39e,f1bdb,1da64,cfcb8,2adde,
,,4342.835790199468,0.009362974187053,5.688276018716683,926.0790268266524,-0.0338195365898442,65.90766439653419,,152.37730123258348,val_0,val_6,val_1,val_0,val_1,de4bc,,1da64,2fa6e,39575,
0.0791750809336507,,,-0.004135228083789,-8.841757568698878,485.1105982029293,,-76.26065671848521,,-71.1739937562532,val_5,val_7,val_0,val_2,val_1,e82f8,,d73de,cfcb8,2adde,
0.0659226942516957,,,-0.0015241928415558,3.551241944613817,412.4033865139872,,82.90884994940099,,62.82777315334605,val_4,val_3,val_2,val_1,val_1,de4bc,4c8db,1da64,2fa6e,2ea90,548bc
,344.7424184930229,,0.0061946313955628,15.791208973854417,-3810.5769739744087,,44.27930346415496,,147.20659314293255,val_1,val_0,val_3,val_2,val_1,dc12d,,e62e2,2fa6e,7ef86,
,,4289.593343195061,-0.0124112482554775,25.067689887265416,830.8845174206098,0.0036380838020154,-78.01279797177706,,124.97624142319052,val_3,val_1,val_3,val_1,val_0,42b95,,1da64,cfcb8,2adde,
,,,0.0056682412341805,22.174091916903816,2863.317097922229,,-40.06625116832419,385.4977509270407,-70.99842112185978,val_6,val_5,val_1,val_2,val_0,3e39e,f1bdb,d73de,cfcb8,2ea90,
-0.0011220996807054,,3953.808587031008,0.0057306575057204,17.63340140799983,1937.4855238150656,,6.0460867323325616,,-40.87424935443548,val_5,val_4,val_3,val_1,val_1,dc12d,,e62e2,2fa6e,39575,548bc
,,,0.0008763154109138,21.824296431520214,-1099.6399873718776,,-19.884527147937654,,-42.4444023443138,val_3,val_0,val_2,val_0,val_2,8cf49,,1da64,8a3e2,2adde,548bc
,,,0.010452547682016,13.41470632786836,2241.444220355863,,77.42045990156929,,109.67641243123155,val_5,val_2,val_3,val_0,val_2,8cf49,,d73de,2fa6e,7ef86,
,,,-0.0010887755814009,22.26622035092334,3735.63929223244,,-17.258457478823733,,92.31361098558178,val_1,val_4,val_2,val_3,val_0,dc12d,,e62e2,8a3e2,39575,548bc
,,,0.0058108499099802,15.615826327596713,2869.822005980205,,74.61550944751161,,-130.06880788968718,val_3,val_1,val_2,val_2,val_1,8cf49,,1da64,cfcb8,2adde,
0.0436134144703776,64.35749044661736,1208.232630479181,-0.0022914667378511,-0.537998985978169,-650.9427571796356,,39.26058210167983,,35.5435817539281,val_4,val_2,val_2,val_2,val_1,de4bc,4c8db,1da64,2fa6e,2ea90,
0.0358078570041838,,,0.0004550213821332,23.03455086197276,2557.358236380883,,-57.15508899457042,,173.64427162638117,val_2,val_5,val_2,val_2,val_0,dc12d,,1da64,cfcb8,2ea90,548bc
,,-1183.5008010801937,-0.0001347507150117,-11.028601293876571,3638.370594233604,,55.48477913512345,,-117.09871454798228,,val_5,val_0,val_1,val_1,de4bc,,e62e2,cfcb8,7ef86,
,,,0.0103149026332509,24.18846728247239,2418.270283456733,,-57.57292430179019,,154.40613522963469,val_3,val_6,val_2,val_0,val_0,8cf49,,d73de,cfcb8,2ea90,548bc
,,-3043.64210553438,0.0060908416865852,20.62611593768356,-2319.457446532509,,46.95477820152705,,193.72758884323792,val_0,val_0,val_3,val_1,val_2,dc12d,,e62e2,8a3e2,2adde,
,152.12327478027615,,-0.0016277958887117,-0.3559422766459056,-1236.8264168255123,0.0184858137558848,19.913348978642688,,85.37535970164357,val_3,val_3,val_2,val_2,val_1,42b95,f1bdb,1da64,8a3e2,2ea90,548bc
,,2121.633796454314,0.0003061917111664,7.8320431977685105,1182.3849509702443,,22.23257387940444,,112.36542193521406,val_2,val_6,val_2,val_0,val_0,de4bc,,1da64,2fa6e,2ea90,548bc
,,,-0.0023425740754351,21.19194488130792,-771.04824272272,,-46.33512650180432,,93.99253980308428,val_6,val_1,val_2,,val_1,8cf49,3e294,1da64,cfcb8,2adde,
0.0122152148978855,,,0.007609150378691,20.354947808773847,2501.690457666014,0.1601790791435385,-14.606638011756706,,69.82650478951467,val_4,val_5,val_1,val_1,val_1,3e39e,,d73de,cfcb8,7ef86,
0.0669565402611648,-92.82480629184096,-326.793620468981,0.0017185861911788,4.057256249457837,311.9159568164603,,31.53472084101513,,3.052816433915923,val_3,val_3,val_2,val_2,val_1,a9223,,1da64,8a3e2,7ef86,
,,,0.0082077224992401,22.838667660609413,2793.0532590034586,0.0952767454033203,9.212127306855033,-7.079494567340522,171.15346838553208,val_2,val_4,val_2,val_1,val_0,dc12d,f1bdb,e62e2,8a3e2,2ea90,
,,,-0.0029139155583416,12.974349019985842,1817.2465920712823,,22.23283348780601,,40.005222818362114,val_5,val_5,val_2,val_0,val_0,de4bc,f1bdb,1da64,cfcb8,7ef86,548bc
,,2357.724511758975,0.0075512656156534,-20.38794882102324,-2659.7783651960035,,64.21323744639433,-180.28197388157585,-188.4106302292438,val_1,val_5,val_2,val_2,val_2,571c0,f1bdb,d73de,8a3e2,d34b0,
,188.68866186908085,,-0.0004894030078765,-1.0513170494241677,-1523.8997547270124,,15.435566754951354,72.75064443455342,70.6809902791989,val_3,val_3,val_2,val_2,val_1,42b95,4c8db,1da64,8a3e2,2ea90,
,,,0.0058229100322918,16.37822771678344,-1627.6512895292565,,62.502435740476464,,27.09354968063719,val_1,val_2,val_2,,val_0,dc12d,f1bdb,1da64,cfcb8,7ef86,
-0.0552957960283407,621.6816414089932,4079.011624002501,-0.0034659142398451,21.36890386959258,2141.320011352509,-0.0328697843566819,-42.19902778753857,,110.51385669461102,,val_4,val_2,val_3,val_0,dc12d,4c8db,1da64,2fa6e,2adde,
,,,-0.0061657932196193,19.02522222148864,3966.715480389357,,-5.226038539119546,,-13.003882773228318,val_3,val_4,val_1,val_3,val_0,dc12d,,e62e2,2fa6e,2ea90,
,911.8862652595049,,0.0007249566335898,25.79747461920316,3249.06014915102,,-56.36052480975653,536.8923450836849,182.1099208234969,val_0,val_6,val_3,val_3,val_0,dc12d,4c8db,1da64,2fa6e,2ea90,548bc
,-623.290776177415,-205.57974194325675,-0.0037007560829234,14.08558743968176,1077.999376935801,-0.1122602314468182,-9.845082612625616,,50.96211128770423,val_5,val_1,val_2,val_0,val_2,8cf49,,1da64,cfcb8,2adde,548bc
,688.4867999337079,4508.57194403915,0.0025494986234908,23.35400014158651,2539.467447206551,,-56.93227434428052,,173.06683807364885,val_2,val_5,val_2,,val_0,3e39e,,1da64,cfcb8,2ea90,
,,2848.5537661031835,0.006463408644639,18.247459606294427,2184.440281845194,,69.44393348386112,9.714084372008772,-115.42194588592685,val_3,val_4,val_3,val_1,val_2,dc12d,3e294,e62e2,2fa6e,d34b0,
-0.0251427504310712,-500.0224028968759,,0.0073938019092918,18.11721840069532,2187.793414750791,-0.2125553939588828,67.28030408386138,-12.566876089368034,-115.0359981127148,val_3,val_4,val_3,val_1,val_2,dc12d,,e62e2,2fa6e,d34b0,
-0.1358383559107754,,,-0.0084857726104931,13.32710257929656,-1675.8725665104812,,35.41811285189579,-42.82891085119562,-15.644761813691492,val_2,val_2,val_1,val_1,val_0,571c0,3e294,d73de,8a3e2,2adde,
-0.0659762801225839,,,-0.00223843327015,20.85224966150441,-262.6162231588829,,-45.5848829458736,,12.722467522287698,val_6,val_1,val_3,val_0,val_1,8cf49,,1da64,cfcb8,2adde,
,,,0.0067006737453495,9.947495008811035,2121.8451852156845,,55.356705657015056,,22.42490572005472,val_4,val_5,val_2,val_1,val_1,dc12d,,1da64,2fa6e,d34b0,
,-317.9957311178304,,-0.0015003084934988,-13.72061722966218,3758.0847394553007,,66.8962673180652,,-119.22525957642316,val_1,val_3,val_0,val_1,val_2,de4bc,,e62e2,cfcb8,7ef86,
,,,-0.0054225880626685,5.640785877090464,1169.7433852478232,,25.88398370793701,-175.24932914422084,147.35772401847103,val_2,val_4,val_0,val_1,val_1,de4bc,,1da64,8a3e2,2adde,548bc
0.0366363514016162,,,-0.0007234713456369,22.201690876383893,2581.5371259817766,,-67.9683687785505,300.03849050775665,194.4182305425488,val_1,val_4,val_2,val_2,val_0,dc12d,,1da64,cfcb8,2ea90,
,,,0.0130717070155601,21.32080273325581,423.4140563026789,,56.29480679724453,,104.82493531378076,val_4,val_2,val_3,val_1,val_2,8cf49,,d73de,2fa6e,2ea90,
0.0561781442260159,,,0.0105876898849458,0.8426900775788727,2406.07523619212,,67.05661700805871,,50.20759699205343,val_5,val_2,val_3,,val_2,8cf49,f1bdb,d73de,2fa6e,7ef86,548bc
,,,0.0127820241204556,-20.48976235235238,-4350.784511848569,,38.833111260861614,,108.87382667630744,val_4,val_7,val_0,val_0,val_2,571c0,,e62e2,2fa6e,2ea90,548bc
,,,-0.0048964225646824,18.876102211840426,917.7766697523948,,31.713946004450765,,-58.43940136144678,val_6,val_0,val_2,,val_2,8cf49,3e294,1da64,8a3e2,2adde,
,,,0.0013922801749465,6.006554394067623,2010.2826334216536,,3.842505895187657,,145.47402046516083,val_1,val_6,val_0,val_0,val_2,dc12d,,e62e2,8a3e2,2adde,548bc
,,,0.0073931293531249,16.912028698792334,2880.672913841597,,39.56599460871448,,61.171581972068,val_5,val_2,val_3,val_1,val_2,8cf49,,d73de,2fa6e,7ef86,
,,,0.0055682684129024,-5.428195801780487,3405.6183489605323,-0.0589515639746029,32.123346687684794,,-101.02676599347878,val_4,val_4,val_1,val_2,val_2,dc12d,f1bdb,e62e2,cfcb8,7ef86,
0.1418563496171707,,,-0.0024921779089799,14.321638171213309,1133.404592610745,0.0409104703776319,30.631689793563872,,93.95340898718918,val_5,val_4,val_3,val_0,val_0,de4bc,,1da64,cfcb8,7ef86,
,,,-0.0105478766630937,-14.794258594614492,-2540.2356966444154,,76.38859597728396,-273.06443702339794,-38.81118889441161,val_3,val_6,val_3,val_1,val_2,0e536,,e62e2,8a3e2,39575,
,,,0.0002393943988363,24.43079094709061,2411.075054467407,,-58.43183958140984,,171.1801743073186,val_2,val_5,val_2,val_2,val_0,dc12d,f1bdb,1da64,cfcb8,2ea90,548bc
,,3198.046768364612,0.0082727678105229,19.2714429538957,2250.880870136059,-0.2292586167131919,68.99222899347583,-43.440308983327526,-134.71103794949727,val_3,val_4,val_3,val_1,val_2,dc12d,,e62e2,2fa6e,d34b0,548bc
,,4007.443707743094,-0.0001432406013524,20.037515987474418,2898.822615809906,,-22.426300026413543,,121.7165508523918,val_2,val_5,val_2,val_2,val_0,3e39e,f1bdb,1da64,cfcb8,2adde,548bc
,,1273.8428197867745,0.0012735346953842,-2.269854269319626,-1236.4182683948766,,35.48662474530088,,83.18198586413054,val_4,val_3,val_2,val_2,val_1,0d754,,d73de,cfcb8,2ea90,
0.1643740743767086,,,-0.0085807067576022,23.28927119166711,4194.124784268042,,-20.78553077739569,,50.3108484221361,val_2,val_4,val_1,val_3,val_0,dc12d,,e62e2,2fa6e,2ea90,
,,,-0.0043046615690964,12.972599961471373,1416.3723376047446,,19.005848074971183,157.31029885777704,46.06746306361471,val_5,val_5,val_3,,val_0,de4bc,f1bdb,1da64,cfcb8,7ef86,548bc
0.1252028920671496,,,-0.0019905178099392,23.03771976353722,3774.228673719978,,-27.351878486118203,343.89974478549897,113.62407250904738,,val_4,val_2,val_3,val_0,dc12d,,e62e2,8a3e2,39575,548bc
,,,-0.0009164938302866,6.421140050473011,971.4809557050752,,74.77881902649175,-434.9142732736441,154.1139062005231,val_5,val_3,val_2,val_1,val_2,8cf49,,e62e2,2fa6e,39575,
,,-1033.5811647404848,0.0081261677743862,18.31609048925585,-1486.161814329174,0.0669706163018372,41.91775003163229,-347.90352876923123,177.18987077146485,val_0,val_1,val_3,val_0,val_1,dc12d,,e62e2,2fa6e,7ef86,
,,,0.007538372326747,-17.79111507649661,1741.1204581602417,,89.18380753686078,,-163.80873185048307,val_5,val_6,val_3,val_0,val_2,0e536,f1bdb,e62e2,8a3e2,d34b0,
,,,0.0025660503407013,2.440785817083794,-2837.5713190258543,,-78.31929836163735,,-38.01034726499661,val_4,val_2,val_1,val_2,val_1,3e39e,,d73de,2fa6e,2ea90,
,,3550.157073171416,0.0056245681039786,15.639565519562243,1825.840289705844,,46.31595080095902,-276.5001049825633,9.980524209132025,val_4,val_5,val_1,val_2,val_2,8cf49,3e294,e62e2,2fa6e,2adde,548bc
,-429.9969370318647,,0.0069495969642944,13.908000833738228,1935.0132037456328,,54.20438343440075,,-70.37647236576612,val_3,val_3,val_3,val_2,val_1,dc12d,,e62e2,cfcb8,d34b0,
,-280.99058908536665,,0.0075974224714015,14.010198720067768,4013.73132731338,,32.2963624420053,-65.16797590739056,-89.35400600926143,val_5,val_2,val_2,val_2,val_1,dc12d,,1da64,2fa6e,39575,548bc
,-765.7719253925322,,0.0089824641829251,16.80224426102033,1813.108741176336,0.0883944698043188,35.43613002817354,,0.1721425594365755,val_6,val_2,val_1,val_0,val_2,8cf49,,d73de,cfcb8,7ef86,
,-409.0034858590901,,0.0080567639932169,19.1317582918944,1679.623830892717,-0.2079854580961709,29.20091548472024,,-47.73273489834622,val_6,val_4,val_3,val_1,val_1,dc12d,,e62e2,2fa6e,2adde,548bc
,,,0.000837015807826,13.025563918351155,2151.929154086936,,37.835766423767495,,16.812983880193293,val_2,val_3,val_1,val_2,val_0,de4bc,,e62e2,2fa6e,2adde,548bc
,-400.4322716309465,,0.009284786545099,-5.551507670552794,2980.6390587064648,-0.0650179692512964,93.49498121222412,-177.40429862184965,-72.4658627205172,val_5,val_5,val_0,val_0,val_1,de4bc,f1bdb,e62e2,8a3e2,7ef86,548bc
,,,0.0108774607333799,20.34191541728355,2196.202392962502,,75.01550418280844,,-116.50058350583664,,val_1,val_3,val_0,val_1,dc12d,,d73de,cfcb8,d34b0,
,,,-0.0105610534102851,22.79321646549902,1543.008367816881,-0.0268871440363694,-81.34250354154372,,152.26044482347206,val_2,val_1,val_2,val_1,val_0,42b95,,1da64,cfcb8,2adde,
,305.26685037598867,,-0.0004915519192364,2.626754037925253,-311.062329823664,,61.83185487691356,,90.06381708802122,,val_4,val_2,val_1,val_0,de4bc,,1da64,2fa6e,2ea90,
,,,0.0045429969279859,15.761667156608612,1706.6234268274627,-0.1911197687278533,71.22290447073573,,-67.7772053197463,val_3,val_3,val_3,val_1,,dc12d,4c8db,e62e2,cfcb8,d34b0,
,,,-0.0049667202193643,18.607833773819795,1381.3504348604397,,47.56326850602576,,130.33315491237994,val_5,val_2,val_3,val_2,val_2,0e536,,e62e2,2fa6e,2adde,
,,,0.0043603078242947,8.710886312814306,1090.1191272665587,,36.76826374068145,,-14.391653638695086,val_4,val_2,val_1,,val_2,a9223,,e62e2,8a3e2,2adde,
,,,0.0034107153994103,25.055071042294536,2293.211668830718,,-68.47530098277204,,199.55400811856285,val_2,val_6,val_3,val_2,val_0,dc12d,,1da64,cfcb8,2ea90,548bc
0.0505403097972876,,,-0.0047659394981842,10.022681009542962,1955.8688415240376,-0.0228577042892402,-20.127404052934,,-49.19256794948448,,val_4,val_2,val_1,val_0,de4bc,,1da64,cfcb8,7ef86,548bc
,,,-0.0001597782771006,2.7132610773450723,-502.59888409442897,,64.97400662187174,,89.25595895369108,val_3,val_3,val_2,val_1,val_0,de4bc,,1da64,2fa6e,2ea90,548bc
,-315.6375362980593,,-0.0037981326079537,-4.567067073525201,955.5382943041744,-0.1080828423747458,-74.62032721431083,,-61.73778271647547,val_4,val_6,val_0,val_3,val_0,e82f8,,d73de,cfcb8,2adde,
,,,0.0018144812523139,2.982076653628402,-803.1314428106723,,17.018639361252703,,45.40305925241015,val_3,val_2,val_2,val_2,val_1,de4bc,,1da64,8a3e2,2ea90,548bc
0.1352086813324811,647.5119255298754,,0.0071662752497963,23.62617375615127,1971.2560713147784,,-5.97749801603313,,153.28867881628327,val_3,val_4,val_2,val_2,val_0,dc12d,,e62e2,2fa6e,2ea90,
,,,-0.0128357024199045,25.312921351528,1108.0364868358138,0.0146696665713792,-74.7073790328839,,133.63632861227086,val_3,val_1,val_3,val_1,,42b95,,1da64,cfcb8,2adde,
,,-1408.6167562104608,0.0021787801193799,-0.0698852250491023,1934.812185550178,0.0493140820094059,32.39327937983807,,-169.93166846351082,val_3,val_4,val_3,val_3,val_2,42b95,,e62e2,cfcb8,d34b0,
0.1262544498307616,-164.76954844482924,4558.823387057407,0.0121562772891094,-19.363465974096552,-850.975046670454,,95.4210494983073,,-176.12342602896746,val_1,val_3,val_3,val_0,val_2,3e39e,f1bdb,1da64,2fa6e,d34b0,
,,,0.0044980102339269,24.08211771343813,2456.068665136313,,-67.39350747529475,,174.12952254555316,val_1,val_6,val_3,val_3,val_0,dc12d,,1da64,2fa6e,2ea90,
-0.0479129580118134,-211.96036209481764,,0.0074711974932724,12.113467608766678,719.2571100939242,,58.70230915080174,,-20.51508028698629,val_3,val_2,val_2,val_1,val_1,dc12d,4c8db,1da64,cfcb8,d34b0,
,456.921247872214,,0.008351748944472,19.01953149703126,-2118.9988422707565,0.0925892981475334,59.35426531910636,-370.9779848989401,198.31065464552515,,val_0,val_3,val_0,val_2,dc12d,,e62e2,2fa6e,7ef86,
,,,0.0015417950991472,21.884912620760247,2592.758661141038,,-11.276973060991647,,132.1803118357558,val_2,val_5,val_2,val_3,val_0,0e536,f1bdb,e62e2,8a3e2,2ea90,
,,,-0.001644199543184,16.961362365932064,1741.4732586755745,-0.0483486017942272,55.10756636159714,,-45.18157931447837,val_6,val_1,val_1,val_0,val_2,8cf49,,1da64,cfcb8,2adde,
,,,-0.0104235010949219,-17.048709877836934,-1129.030749070797,,84.76290604376673,,-69.08531545274207,val_3,val_6,val_2,val_2,val_2,0e536,,e62e2,8a3e2,2adde,548bc
,-300.882592284308,,0.0003312011687317,-5.611567599180437,2481.500183323408,,-83.18435980707918,343.3208827356646,-24.887258913608164,val_5,val_7,val_0,,val_1,e82f8,,d73de,cfcb8,39575,
,552.9207390389859,,0.0095428148456845,25.5279720286285,2049.7249840088234,,-55.897718969627874,,166.05700563865494,val_5,val_5,val_2,val_1,val_0,dc12d,f1bdb,d73de,cfcb8,2ea90,
,,2642.649668018854,0.0078104091070971,22.880194218163,2273.729202644236,,4.333148555232382,,148.37632531810337,val_3,val_4,val_2,val_2,val_0,dc12d,,d73de,8a3e2,2ea90,
,,1186.4257502471671,-0.0107986516820321,0.7870864167762592,886.4720756140663,,-33.53528790813146,,108.367822263692,,val_2,val_1,val_0,val_2,de4bc,,1da64,8a3e2,7ef86,
,,,-0.0031182294699326,11.982312546447211,2420.485218742121,,44.09986990758065,,46.40015100419258,val_4,val_3,val_3,val_2,val_2,de4bc,f1bdb,e62e2,2fa6e,39575,
,,,-0.0029267713236808,-21.615114871493304,-2494.1622922904667,-0.1281943267709701,79.23854522094727,186.7498356922675,-199.49216366817043,val_1,val_0,val_2,val_1,val_2,0e536,,e62e2,8a3e2,d34b0,
-0.0163793901776415,,,0.0055550280907499,18.115149046347184,-2945.779040125475,,63.19264087994589,,179.06499770759254,val_0,val_0,val_3,val_1,val_2,dc12d,,e62e2,8a3e2,7ef86,
,,,-0.0090881592287055,16.48454647254763,-2672.576127489217,-0.060418178450203,99.2715613104094,,19.30950953283322,val_6,val_4,val_0,val_0,val_0,571c0,3e294,1da64,2fa6e,2adde,
,-514.5194583214039,,0.0089579538844056,5.163071128182945,3002.2481751600617,,68.54936884917946,,-21.43400841403119,val_4,val_3,val_1,val_0,val_2,dc12d,,e62e2,cfcb8,7ef86,
,-508.0515614065223,,0.0060943287492987,2.7558231229482524,2682.375424959862,-0.1981181473550652,16.265697290780487,,-146.70791725768572,,val_2,val_0,val_1,val_2,e82f8,,e62e2,8a3e2,2adde,
0.0304117557461967,,,0.0039530435167249,-19.510769622561444,-4070.79434887474,,100.1985575688084,,-201.64409452340243,val_0,val_4,val_3,val_1,val_2,3e39e,,e62e2,2fa6e,7ef86,
,,,0.0025101146521276,16.374265778952328,152.01614784291957,,19.67182309696064,,61.69329951541704,val_5,val_1,val_2,val_0,val_1,8cf49,3e294,1da64,cfcb8,2adde,
,,,0.0007626702087018,25.671850538861992,2315.820103779623,,-66.67295464349473,,195.43532773394395,val_1,val_6,val_2,val_2,val_0,3e39e,f1bdb,1da64,cfcb8,2ea90,
,-298.93725036111863,-1937.254170317109,-0.0019726390251676,-13.61076143484369,3461.9258545001244,-0.1423760002828303,68.45834696471026,,-119.47954187484768,val_2,val_4,val_0,val_1,val_2,de4bc,,e62e2,cfcb8,7ef86,548bc
,,,-0.0051262752073396,8.766719958188625,-961.3640868369664,,74.70416483362635,,-53.67725867259643,val_2,val_1,val_1,val_1,val_1,571c0,,1da64,8a3e2,2adde,
0.1295555343351929,,1637.6002688693754,-0.0079475794946868,2.0485691757200484,496.1795870373462,0.1221098823898327,2.0798734601983075,,213.1376256101178,val_1,val_4,val_1,val_0,val_1,8cf49,,1da64,8a3e2,2adde,548bc
,,,0.0075356577237106,12.132665086898388,653.1114701645909,-0.0859984797856618,57.34945974747458,312.53508599064696,-28.52962902243327,val_3,val_2,val_2,val_1,val_1,dc12d,,1da64,cfcb8,d34b0,
,,3935.0180361506,-0.0087596707509812,24.289166670825697,3523.0306321096177,,-15.714087716879051,467.73612156104673,-42.38130580381967,val_3,val_3,val_1,val_2,,3e39e,,e62e2,cfcb8,2ea90,
,,,0.0068581694781952,11.939189374978472,3699.4770696319097,-0.1421242643597888,21.1940166500718,,-80.74507450139828,val_5,val_2,val_2,val_2,val_1,dc12d,,1da64,2fa6e,39575,
,,,0.0136554781203638,15.00373531333369,1731.722178407218,,99.53564133424426,,104.2009304097245,val_3,val_4,val_3,val_0,val_2,8cf49,f1bdb,d73de,2fa6e,d34b0,548bc
0.133953529735779,501.77053410977817,,-0.0065157963245778,1.3386527186947808,121.1244453327228,,24.428498917768323,-294.8885646469535,187.8178835745644,val_1,val_4,val_1,val_0,val_1,de4bc,f1bdb,1da64,8a3e2,2adde,
0.1632269470242744,,,0.0115660387465382,-22.08041308887424,-2685.17202269257,,1.7656813987974258,407.30047545722425,-175.3003267978718,val_1,val_5,val_3,val_0,val_2,571c0,,e62e2,2fa6e,d34b0,
,-562.6504293226698,,0.007551165234136,19.87507815814996,2322.937234483553,,66.61235815727224,,-117.9168854244283,val_3,val_4,val_3,val_1,val_2,dc12d,,e62e2,2fa6e,d34b0,
,,2513.4553186400963,0.0017038859154563,2.433931080805593,33.72571526387064,,84.04918426841078,,-97.68617360089895,val_2,val_3,val_0,val_0,val_1,571c0,3e294,d73de,8a3e2,39575,548bc
0.0937259750532994,-372.2676684471679,,-0.0029296761735931,-16.610944128142755,1491.9424456795412,-0.1594862363956457,81.35789637710899,,-139.94523860814095,val_5,val_4,val_0,val_0,val_2,de4bc,,e62e2,cfcb8,39575,
,,3486.010968479134,0.0061127434996725,22.06923111533945,3051.1686015744635,,16.560833190408733,,-24.456465913285903,val_2,val_1,val_1,val_1,val_0,3e39e,,1da64,cfcb8,2ea90,
,,,-0.0120166274780385,24.44491639879301,389.3191886949703,,-85.36849650475948,,163.4522261959572,val_2,val_1,val_3,,val_0,42b95,,1da64,cfcb8,2adde,548bc
,,,0.0035837009564139,8.93843987968515,-373.5404488039607,0.0157241051525924,5.895162858266156,,0.6170981570393952,val_3,val_5,val_2,val_1,val_0,3e39e,,d73de,cfcb8,d34b0,
,,,0.0014657801195371,5.902684887836562,-807.7403452117751,,33.06626559471349,,126.5090157232586,val_2,val_4,val_2,val_1,val_1,8cf49,,1da64,8a3e2,2ea90,
0.0984721568285891,,1828.6976440082967,0.0029166194062154,7.992592497987636,-1961.2380986450248,,-80.20578607972044,,-12.85234786861549,val_4,val_2,val_0,val_2,val_1,3e39e,,d73de,2fa6e,2ea90,
,749.6529000793264,,0.0013723777465837,25.240646393942548,2375.26172746794,,-67.7517882619854,,197.5939470704861,val_1,val_6,val_2,val_2,val_0,3e39e,f1bdb,1da64,cfcb8,2ea90,548bc
,,4332.216890572658,0.0008373222702088,-5.913553052541918,2671.2010883296007,,-87.89008173943701,,-28.49799074570924,val_6,val_7,val_0,val_0,val_1,e82f8,,d73de,cfcb8,39575,
0.0441669159212969,,,0.0037321965302052,2.946070739390138,-960.0193532076612,,17.597928135683546,73.74093781024004,37.24031185242973,,val_3,val_2,val_2,val_1,0d754,,1da64,8a3e2,2ea90,548bc
,,,-0.0016765217942959,-12.605751763728325,3544.8709873995394,,60.10870499450736,-272.5003774454552,-125.13096455723174,val_2,val_4,val_0,val_1,val_2,de4bc,,e62e2,cfcb8,7ef86,
,,,0.001431548468561,-1.9125306155315984,-1639.317475578632,0.1327785704221455,27.87400043089697,,77.39595349509034,val_4,val_3,val_1,val_2,val_1,0d754,4c8db,d73de,cfcb8,2ea90,548bc
,,-31.629162220694056,0.0017851459488553,2.333737273344164,-1830.9316187981487,,20.518455543703244,,47.20965325683523,val_2,val_3,val_2,val_2,val_1,de4bc,,1da64,8a3e2,2ea90,548bc
